제목,기사 내용,타임스탬프
"서울 광진구, 폐교 화양초 운동장 24시간 개방","충남 태안에 있는 동작휴양소, 반려견과 함께 즐겨요",2023-12-08 14:47:51
"감사원, 文 정부 ‘서해 공무원 피살’ 은폐·왜곡 적발... 징계요구",,2023-12-08 14:47:53
"오산시, 하반기 행안부 특교 15억 원 확보","오산시는 올 하반기 총 5개 사업에서 15억 원 규모의 행정안전부 특별교부세를 확보했다고 밝혔다.

이번 행안부 특별교부세 확보까지 포함, 오산시는 올 한해 총 24억 원의 특별교부세를 확보하게 됐다.

이번에 확보한 행안부 특별교부세는 ▲오산천 진입로 자동차단시설 설치(4억5천만 원) ▲오산종합운동장 부근 재난안내전광판 교체(4억 원) ▲탑동대교 하상도로 자동차단시설 설치(5천만 원) ▲오색시장 및 궐동 공영주차장 시설개선공사(4억 원) ▲오산오색문화체육센터 대체육관 시설 정비(2억 원) 등 총 5개 사업에 사용될 예정이다.

이번 행안부 특별교부세 확보에서 눈에 띄는 예산은 단연 재난 상황에서 시민의 안전을 보호하는 데 사용될 사업비다.

이권재 시장은 민선 8기 출범 직후부터 시민 안전 확보에 집중해왔다. 지난 7월 공직자들과 함께 노력한 결과 행안부로부터 ▲삼미초등학교 앞 육교캐노피 설치사업(2억 원) ▲지능형 생활방범용 CCTV 설치사업(5억 원) ▲어린이보호구역 방호울타리 설치(1억2천500만 원) 등의 교부세를 이미 확보 한 바 있다.

이어 이 시장은 지난 여름 오산지역에 줄곧 발생했던 게릴라 성 호우에 따른 피해를 적극 파악한 바 있으며, 오산천 홍수·범람 대비 사업예산, 극한의 집중호우 시 현장 출동 및 진입로를 직접 차단하는 어려움이 있는 곳에 대한 자동차단시설 설치, 대형 재난안전 전광판 설치 필요성 등을 중앙정부에 피력하고 주무부서 관계자들과 함께 예산 확보에 힘을 쏟아왔다.

시는 이번에 확보된 사업예산을 통해 2014년 설치돼 노후화된 오산종합운동장 부근 재난안내전광판을 교체해 시인성을 확보할 예정이다.

아울러 오산천 진입로 자동차단시설 및 관제시스템을 설치해 보행자들의 안전을 확보하고, 갈곶동 719번지 일원 탑동대교 하상도로 좌안 하상도로에 원격 차량 통행 차단시설을 마련해 집중호우 시 차량 진입을 막아 안전사고 발생을 사전에 방지한다는 목표에 있다.

전통시장 활성화와 시민들의 문화·체육 여건을 보장하는 내용의 사업비도 반영됐다.

오색시장 및 궐동 공영주차장의 경우 주차장 내 철골 부분의 부식에 따른 각종 사고 발생 위험이 있었으나, 이번 예산 확보를 통해 보수 및 도장 작업을 통해 각종 사고 위험에서 시민들을 보호할 수 있게 됐다.

오산오색문화체육센터 대체육관에 대형 스크린을 설치해 문화·체육 관련 행사 시 관람객의 집중력를 높이고, 행사를 위한 1회성 스크린 설치로 예산이 낭비되는 것을 막았다.

시는 또 ▲지방재정 신속집행 우수 지자체 인센티브 ▲공공데이터 운영 평가 및 데이터기반행정 우수 지자체 인센티브 ▲지방물가 안정관리 우수 지자체 인센티브로 총 1억 원을 상회하는 규모의 예산을 확보하기도 했다.

이권재 시장은 “올 한해 공직자들과 힘을 모아 총 24억 원 규모의 행안부 특별교부세를 확보할 수 있었다”며 “앞으로도 오산 시민의 안전과 복지를 위한 예산 확보를 위해서라면 중앙정부, 국회, 경기도 어디든 직접 문을 두드리는 시장이 되겠다”고 강조했다.

[ 경기신문 = 지명신 기자 ]",2023-12-08 14:47:55
"감사원, ‘서해 공무원 피살’ 은폐·왜곡 징계요구..“하급자·퇴직자 고려”","文정부 서해 공무원 피살 은폐 시도 상세설명

""北 구조 후 보고하면 된다""며 조기퇴근

피살 인지後 비밀자료 삭제..언론·국회엔 ""실종""

군 첩보에도 없는 거짓근거로 자진 월북 결론

도박 사생활 알려 자진 월북 근거로 내세워

지난해 20명 수사요청..이번엔 징계·통보 그쳐

""지시 거부 어려운 하급자..퇴직자 다수인 점 고려""

[파이낸셜뉴스] 감사원은 7일 문재인 정부의 서해 공무원 피살사건 은폐·왜곡에 가담한 관계기관 관련자들에 대한 징계를 요구했다. 수사의뢰까지 했던 지난해에 비해 징계 요구에 그친 것인데, 하급자로서 지시를 거부하기 어려웠다는 점과 대부분 퇴직한 상황을 고려했다는 설명이다.감사원은 이날 “서해 공무원 피살사건에 대한 초동대처 부실 및 사실 은폐, 수사결과 왜곡 등 위법·부당하게 업무를 처리한 관련자에 대해 징계 요구를 했다”고 밝혔다.감사 결과에 따르면 우선 국가안보실은 2020년 9월 22일 함동참모본부에게서 북한 해역에서 서해 공무원이 발견된 사실을 보고받았음에도 통일부 등 관계기관에 상황을 전파하지 않고 오히려 조기 퇴근했다. 북한 당국이 서해 공무원을 구조한 뒤 상황 종결 보고만 하면 된다는 판단에서다. 국가위기관리센터장은 19시 30분경 자리를 털었고, 안보실장과 1차장은 그 이전에 퇴근했다.안보실은 해경에는 서해 공무원 발견 상황을 전했고, 통일부는 국가정보원에게서 발견정황을 전달받았다. 하지만 해경은 보안 유지를 이유로 국방부 등에 수색구조 협조 요청을 하지 않았고, 통일부는 해당 상황이 장·차관에 보고되지 않았다. 합참에선 통일부가 주관할 상황이라며 군에서 대응할 건 없다고 국방부에 보고했다. 이에 따라 북측에 신변안전 보장 전통문 발송과 탐색작전 등 필요 조치를 하지 않았다.이튿날 새벽 1시 안보실은 서해 공무원 피살·소각 사실을 인지한 뒤 관계장관회의에서 보안 유지 지침을 합참에 하달하며 관련 비밀자료 삭제를 지시했다. 이에 합참은 밈스(MIMS·군사정보체계) 운용 담당 실무자를 호출해 군 첩보 보고서 60건을 삭제토록 했고, 밈스에 탑재하지도 않은 비밀자료 123건도 이후에 삭제됐다.안보실의 보안 유지 지침에 따라 국방부는 출입기자들에게 서해 공무원이 실종됐다는 거짓정보를 알리면서 대북전통문도 그때서야 발송했다. 그 연장선에서 해경은 서해 공무원이 아직 발견되지 않은 것처럼 최초 실종지점에서 수색을 계속했다. 통일부는 출입기자들에 최초 인지 시점을 국정원에게 정보를 전달받았던 때가 아닌 관계장관회의라고 사실과 달리 밝혔다.안보실과 국방부는 ‘서해 공무원의 월북 가능성이 높다’는 결론을 정해놓고 합참에 정보 분석보고서 마련을 지시해 2020년 9월 24일 관계장관회의에 보고토록 했다. 해당 보고서의 주요 근거 중 홀로 구명조끼를 착용했다는 것과 무궁화 10호 CCTV 사각지점에서의 신발 발견은 군 첩보에도 없는 사실무근이라는 게 수사 결과로 밝혀진 바 있다.그럼에도 관계기관들은 자진 월북 판단을 언론과 국회에 브리핑했다. 이후 근거를 더하기 위해 해경은 왜곡된 표류예측 결과를 발표했고, 또 서해 공무원의 도박 사실과 채무액 등 사생활을 부당하게 공개해 월북 동기라고 설명했다.감사원은 해당 감사 결과 각 대목에 따라 조치를 했다.초동대처 미흡에 대해선 통일부와 국방부의 관련자 2명에 대한 징계를 요구했고, 해경과 국방부의 퇴직한 관련자 3명에는 비위내용을 통보토록 했다.비밀자료 삭제 등 사실 은폐에 대해선 국방부·해경의 퇴직한 관련자 2명에 비위내용을 통보케 했고, 자진 월북 결론 보고서 작성에 관해선 국방부 퇴직 관련자 3명에 비위내용을 통보토록 했다.서해 공무원 사생활을 부당하게 공개하는 등으로 자진 월북 근거를 억지로 만든 것에 대해선 해경 현직 관련자 5명에 징계를 요구했고, 퇴직자 1명에는 비위내용을 통보했다.모두 관계기관 내 징계를 요구하거나 비위사실을 알리는 정도에서 그친 것으로, 지난해 감사 결과로 관련자 20명을 대검찰청에 수사 요청을 한 것에 비해 수위가 낮아졌다. 이에 실질적인 처분 요구 실익을 따졌다는 게 감사원의 설명이다.감사원은 “비위행위가 상급자의 지시에 의해 이뤄졌고 하급자가 이를 거부하긴 어려웠던 점, 군·해경 조직의 특수성과 퇴직자가 다수인 점 등을 종합적으로 고려해 책임의 정도 및 처분요구의 대상을 결정했다”고 했다.",2023-12-08 14:47:59
"文정부, '北표류 서해공무원' 알고도 방치… 안보실은 조기퇴근, 국방부는 자...","감사원 '서해 공무원 피살사건' 감사 결과 발표

국가위기관리센터장은 '종결' 기대하고 조기 퇴근

당시 안보실장·1차장도 이씨 北 표류 중에 퇴근

도박, 채무, 이혼만 근거로 '월북 동기' 짜맞춰

2020년 9월 '서해 공무원 피살사건' 발생 당시, 문재인 정부가 사건 은폐를 위해 자료를 삭제하거나 '자진 월북' 여부를 부당하게 발표했다는 감사 결과가 나왔다. 특히 국가안보실장과 1차장은 북한군에 의해 피살된 해양수산부 공무원 이대준씨가 바다에 표류하고 있는 상황에서도 퇴근했고 국방부는 관련 자료를 삭제하기까지 한 것으로 드러났다.

7일 감사원은 '서해 공무원 피살사건'의 객관·실체적 진실을 규명해 국민 의혹을 해소하고자 국방부, 해경 등 9개 기관을 대상으로 한 이같은 감사 결과를 발표했다. 지난해 6월 국방부와 해경 등이 문 정부 당시 발표 내용을 번복해 이씨의 월북을 인정할 증거를 발견하지 못했다는 수사 결과를 발표함에 따라 이뤄진 조치다.

문재인 정부 당시 서훈 국가안보실장. [이미지출처=연합뉴스] AD 원본보기 아이콘

앞서 이씨는 2020년 9월 21일 새벽 소연평도 남방 2.2㎞ 지점에서 실종됐다. 이튿날 15시 30분경 실종 지점에서 27㎞ 떨어진 북한 황해남도 강령군 구월봉 인근 해역에서 북한 선박에 의해 발견됐지만 구조되지 않은 채 표류 상태로 장시간 방치됐다. 이후 이씨는 20시 50분경 실종 지점에서 38㎞ 떨어진 등산곶 인근 해역에서 다시 발견됐지만 불과 몇 시간 뒤 북한군에 의해 사살당했고 시신은 소각 처리됐다.

감사 결과, 국가위기관리 컨트롤타워인 안보실은 사건 당일 17시 18분경 북한 해역에서 이씨가 발견된 사실을 합참으로부터 보고받고도 통일부에 위기 상황을 전파하지 않고 대응 방향 검토를 위한 '최초 상황평가회의'도 실시하지 않았다.

특히 이 과정에서 국가위기관리센터장은 북한이 이씨를 구조하면 상황 종결 보고만 하면 된다고 판단해 19시 30분경, 당시 서훈 국가안보실장과 서주석 국가안보실 1차장은 이보다 이른 시간에 퇴근했다. 당시 이씨는 실종 후 약 38시간 동안 바다에서 표류해 생명이 위태로운 상태였고 북한은 구조하지 않은 채 장시간 방치하고 있는 상황이었다. 통일부 담당 국장 A씨 역시 18시경 국정원으로부터 발견 정황을 전달받은 후 수차례의 통화를 통해 이씨의 생명과 안전이 위협받고 있는 상황을 파악하고도 장·차관에게 보고하지 않았다. A씨는 추가적인 구조 및 생존 여부에 대한 파악 없이 22시 15분경 퇴근했다.

이씨가 북한 해역에서 발견되지 않은 것처럼 해경이 최초 실종지점을 중심으로만 수색에 나선 것도 확인됐다. 보안을 유지해야 하는 상황에서 수색 활동을 종료하면 언론 등에 그 사유를 설명할 수 없다는 이유에서다.

관련 자료가 대거 삭제된 상황도 적발됐다. 국방부는 사건 발생 하루 뒤에 개최된 관계장관회의에서 안보실이 '서해 공무원 피살·소각 사실에 대한 보안유지' 지침을 하달하자, 같은 날 합참에 관련 비밀자료를 삭제하도록 지시했다. 이에 합참은 밈스(MIMS, 군사정보체계) 운용 담당 실무자를 사무실로 나오게 해 밈스에 탑재된 군 첩보 보고서 60건을 지웠다.

이씨가 자진 월북한 것으로 판단된다는 보고서를 근거 없이 작성하기도 했다. 안보실과 국방부는 23일 이씨의 월북 가능성이 높은 것으로 결론을 정한 후 합참에 자진 월북 여부에 대한 정보 분석보고서를 작성해 관계장관회의에 보고하도록 지시했다. 당시 합참은 4가지 근거(▲타 승선원과 달리 혼자 구명조끼 착용 ▲무궁화 10호 CCTV 사각지점에서 신발 발견 ▲북한 해역에서 발견될 당시 소형 부유물에 의지 ▲월북이라고 답변)를 기초로 해당 보고서를 작성했지만, 이는 향후 수사 결과 모두 근거로 보기 어려운 것으로 확인됐다.

확인되지 않은 월북 동기까지 짜 맞춘 정황이 드러났다. 해경은 월북 근거를 마련하기 위해 이씨의 당시 심리상태에 대해 구두로 전문가들의 의견을 수집하면서 도박, 채무, 이혼 등의 정보만 제공해 월북 가능성을 질문했다. 이 과정에서 일부 전문가의 답변만 임의로 짜깁기해 '정신적 공황 상태에서 현실도피의 목적으로 월북한 것으로 판단된다'고 발표했다. 이밖에도 국방부는 북한군이 이씨를 사살하고 시신을 소각한 사실을 판단했음에도 안보실 방침에 따라 '시신 소각 불확실'로 판단을 변경했고 국정원은 '시신 소각'으로 분석한 후 새로운 증거가 없음에도 '부유물 소각'으로 판단을 수정했다.

이에 감사원은 관련 업무를 위법·부당하게 처리한 국방부 등 3개 기관의 관련자 13명에 대해 징계·주의요구 및 인사자료를 통보했다. 안보실 등 6개 기관에는 향후 관련 업무를 철저히 하도록 주의요구했다. 앞서 감사원은 지난해 10월 안보실 등 5개 기관의 총 20명을 대검찰청에 수사 요청한 바 있다.





배경환 기자 khbae@asiae.co.kr



AD



<ⓒ투자가를 위한 경제콘텐츠 플랫폼, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>",2023-12-08 14:48:03
"""서해공무원 사건, 상층부 부실대응·은폐"" 최종 결론…13명 징계·주의","서해 연평도 인근 해상에서 실종된 공무원이 승선했던 어업지도선 무궁화10호가 25일 오전 대연평도 인근 해상에 정박해 있다. 2020.9.25/뉴스1 © News1 구윤성 기자

감사원이 지난 2020년 서해 공무원 피살 사건 당시 통일부, 국방부, 해경 등 관련자 13명에 대해 징계·주의요구 처분을 내렸다. 아울러 퇴직자의 경우 비위사실 통보를 요청하는 한편 국가안보실 등 6개 기관에 관련 업무를 철저히 하라는 주의를 요구했다.감사원은 서해 공무원 피격 사건에 대한 초동대처 부실 및 사실 은폐, 수사결과 왜곡 등 위법·부당한 행위가 있었다는 최종 감사 결과를 지난 10월 말 감사위원회 의결을 거쳐 확정했다고 7일 밝혔다. 다만 감사보고서는 국가 기밀 사항이 포함됐다는 이유로 공개하지 않기로 했다.지난해 10월 감사원은 안보실 등 5개 기관 총 20명을 직무유기, 직권남용, 허위공문서 작성 등 혐의로 검찰에 수사요청한 바 있다.감사원은 ""비위행위가 상급자의 지시에 의해 이뤄졌고 하급자가 이를 거부하기는 어려웠던 점, 군·해경 조직의 특수성, 퇴직자가 다수인 점, 처분요구의 실익 등을 종합적으로 고려해 책임의 정도 및 처분요구의 대상을 결정했다""고 밝혔다.감사원은 해양수산부 소속 서해어업관리단 공무원이었던 고(故) 이대준씨가 2020년 9월21일 실종된 다음 날인 22일 안보실이 이씨의 발견 사실을 합참으로부터 보고 받고도 통일부에 전파하지 않고 '최초 상황평가회의'를 열지 않았다고 봤다. 서훈 전 안보실장과 서주석 전 안보실 1차장, 국가위기관리센터장은 오후 7시30분경 조기퇴근한 것으로 조사됐다.또한 국방부는 이씨의 신변안전 보장을 촉구하는 대북 전통문 발송 필요성 등을 검토하거나 안보실에 건의하지 않았고 해경 및 중부청, 통일부, 합참, 해군 모두 관련 규정과 매뉴얼에 따른 신변보호 및 구호 조치를 검토·이행하지 않았다는 게 감사원의 결론이다.이씨의 피살·소각 사실을 인지한 후에는 안보실의 '보안 유지' 지침에 따라 조직적인 사실 은폐 행위가 이뤄졌는데, 국방부 지시를 받은 합참이 밈스(MIMS·군사정보체계)에서 삭제한 비밀 자료는 23일 당일 60건, 이후 123건 등 총 183건에 달했다.언론·국회 대응에 있어서 국방부는 이씨가 실종(생존) 상태인 것처럼 관련 문자를 기자들에 작성·배포하고 통일부는 이씨 피격 사건의 최초 인지 시점을 22일이 아닌 관계장관회의가 열린 23일로 결정했다. 해경은 이씨가 북한 해역에서 발견되지 않은 것처럼 최초 실종지점을 그대로 수색했다고 감사원은 밝혔다.감사원은 합참이 '자진 월북했다'고 결론 내린 정보 분석보고서에서 언급한 4가지 근거 중 △타 승선원과 달리 혼자 구명조끼 착용 △무궁화 10호 CCTV 사각지대에서 신발(슬리퍼) 발견 등은 ""군 첩보에도 없고 사실과 다른데 안보실·국방부의 지시로 포함됐다""고 밝혔다.오히려 군은 보고서 작성에 있어 '한자가 기재된 구명조끼 착용' 등의 첩보를 제외하고, 추후 해경 수사에서도 '거듭된 질문에 월북 답변', '실종 직전에는 없었던 붕대 착용' 등 자진 월북하지 않았다고 볼 수도 있는 첩보를 제공하지 않았다고 했다.해경의 1, 2, 3차 중간 수사 결과 발표에서도 여러 사람의 DNA가 검출되는 등 소유자가 누군지 알 수 없는 슬리퍼를 근거로 제시하거나 표류예측 결과 및 수영실험 왜곡, 한자 기재된 구명조끼 착용 사실 은폐, 이씨의 도박 등 부정적 사생활 정보 공개 등을 통해 이씨를 자진 월북자로 몰아갔다고 감사원은 강조했다.아울러 국방부는 '시신 소각'이란 군의 판단 대신 안보실 방침에 따라 '시신 소각 불확실'로 판단을 변경했고, '시신 소각'으로 분석했던 국정원도 새로운 증거가 없는데도 '부유물 소각'으로 판단을 변경했으며, 해경은 조류예측분석서 자료가 있는데도 정보공개 청구가 들어오자 ""없다""고 통지한 것으로 확인됐다.ysh@news1.kr",2023-12-08 14:48:04
"광주시, 2023년 하반기 행정안전부 특별교부세 24억원 확보","광주시청. [사진=광주시]

[이뉴스투데이 이배윤 기자] 광주시는 2023년 하반기 행정안전부 특별교부세 24억원을 확보했다고 7일 밝혔다.

이번에 확보한 예산은 지역 현안 사업비로 ▲광주 종합운동장 건립 사업(8억원) ▲광주시 반다비 체육센터 건립 사업(10억원)이며 재난 수요 사업비로 ▲오포권역 방범용 CCTV 확충 사업(2억원) ▲초월읍 방범용 CCTV 확충 사업(1억원) ▲곤지암·경안 방범용 CCTV 확충사업(2억원) ▲탄벌·광남 방범용 CCTV 확충 사업(1억원) 등 6개 사업이다.

특히, 시가 중점적으로 추진하고 있는 체육시설 건립 공사에 재원이 확보되면서 체육 기반시설 확충에 더욱 탄력을 받게 될 것으로 기대된다.

방세환 시장은 “이번 특별교부세 확보를 위해 애써주신 지역 국회의원(소병훈·임종성 의원)께 감사드린다”며 “어려운 시기에 확보한 재원인 만큼 시민의 안전과 행복을 위해 사업 추진에 최선을 다하겠다”고 말했다.",2023-12-08 14:48:06
"원주시, 6개 사업에 특별교부세 34억원 확보","원주시청

[이뉴스투데이 강원취재본부 우정연 기자] 강원 원주시는 특별교부세 34억 원을 확보했다고 7일 밝혔다.

특별교부세는 행정안전부에서 지역 현안, 재난·안전 사업에 교부하는 것이다.

시는 지역 현안 사업 2건에 20억 원, 재난·안전 사업 4건에 14억 원을 확보했다.

현안 사업은 봉산동 바람길숲 도로 개설 8억원, 청골사거리·광터교차로 간 도로 확포장 12억원 등이다.

재난·안전 사업은 단계천 예‧경보시설 설치 6억원, 재난 예‧경보 마을 방송 시스템 구축 2억원, 관설초·단관초 어린이보호구역 안전시설 정비 4억원, 문막읍 방범용 CCTV 설치 2억원 등이다.

원강수 원주시장은 “이번 특별교부세는 지방교부세 감소 등으로 재정적 어려움이 큰 시기에 지역발전과 안전 유지에 큰 힘이 될 것”이라며 “시민 행복에는 여야가 없다는 생각으로 시민 행복과 안전을 위해 지역 국회의원과 화합하는 행정을 펼치겠다”고 말했다.",2023-12-08 14:48:07
"원주시·지역구 국회의원 협력, 특교세 34억원 확보","원주=에너지경제신문 박에스더 기자 / 강원 원주시는 올해 하반기 특별교부세로 34억원을 확보했다고 7일 밝혔다.



원주시는 하반기 특별교부세로 지역현안 사업 2건과 재난·안전 사업 4건에 대해 각각 20억원, 14억원을 확보했다.



지역 현안 사업으로 봉산동 바람길숲 도로 개설 8억원, 청골사거리·광터 교차로 간 도로 확포장 12억원 등 총 20억원을 확보했다.



또 단계천 예경보시설 설치(6억원), 재난예경보 마을방송 시스템 구축(2억원), 관설초·단관초 어린이보호구역 안전시설 정비(4억원), 문막읍 방범용 CCTV 설치(2억원) 재난·안전 사업에 14억원을 확보했다.



이번 특별교부세 확보는 지방교부세 감소 등으로 지역현안 사업을 추진하는데 재정적 어려움이 큰 시기에 지역발전과 지역 안전 유지에 큰 힘이 될 것으로 기대한다.







원강수 원주시장은 ""시민의 행복에는 여·야가 없다는 생각으로 앞으로도 시민들의 행복과 안전을 위해 지역구 국회의원과 화합하는 행정을 펼치겠다""고 말했다.



ess003@ekn.kr







",2023-12-08 14:48:09
"[국회] 홍영표 의원, 2023년 하반기 행정안전부 특별교부세 18억원 확보","사진=국회, 더불어민주당 홍영표 의원(인천 부평을)실 제공.

[아시아에이=민영원 기자] 홍영표 국회의원(더불어민주당, 인천광역시 부평구을)이 2023년 하반기 행정안전부 특별교부세 18억원을 확보했다고 7일 밝혔다.

이번에 확보된 행안부 특교세는 △인천나비공원 외부 리모델링 조성사업 △부평국민체육센터 노후시설 개보수 공사 △뫼골문화공원 리모델링 조성사업 △선별관제 시스템 확대 구축사업 등에 투입될 예정이다.

사업비 8억원을 확보한 인천나비공원 외부 리모델링 조성사업은 인천나비공원 내에 체험형 어린이 모험 숲과 테마 녹색길을 조성하고, 휴식공간 등 야외시설을 리모델링하기 위한 사업으로서 다양한 체험프로그램 운영을 통하여 공원 여가 활성화 등 주민만족도 제고를 위해 추진된다.

공사비 4억원을 확보한 부평국민체육센터 노후시설 개보수 공사는 2004년 준공 이후 노후화된 센터 내 시설 중 수영장 돔 지붕과 장애인용 승강기를 개·보수하는 사업으로서 이용자들에게 안전한 체육시설 환경을 제공하고, 장애인 및 노약자의 이용 편의를 도모하고자 추진된다.

사업비 4억원을 확보한 뫼골문화공원 리모델링 조성사업은 청천1·2구역 및 산곡4구역 중간에 위치해 주변 약 7,500세대가 이용하는 뫼골문화공원을 재정비하는 사업으로서 다목적체육시설 조성, 야외무대 설치, 산책로 및 우수관로 정비 등이 추진된다.

사업비 2억원을 확보한 선별관제 시스템 확대 구축사업은 청천·갈산 일원에 다목적 지능형 CCTV를 추가 설치하고, 선별관제 시스템을 확대 구축하려는 사업으로서 지역 내 범죄를 예방하고 주민 안전을 확보하기 위해 추진된다.

홍의원은 ""캠프마켓과 제3보급단의 공원화 등 부평구 내 공원 확대와 더불어 노후화된 기존 공원 및 체육시설의 개·보수를 통해 ‘살고 싶은 주거환경’을 조성해 나가겠다""며 ""이를 위한 예산 및 특별교부세 확보를 위해 지속적으로 노력하겠다""고 전했다.",2023-12-08 14:48:10
"김경호 광진구청장, 화양초 전면개방 주민 목소리에 '귀 바짝'","불편사항 점검, 휴게·문화체육공간 사용할 수 있도록 최선 강조

김경호 광진구청장이 옛 화양초등학교 운동장 24시간 전면 개방과 관련, 현장을 직접 찾아 불편함이 없는지 확인하고 주민들과 소통하고 있다. [광진구 제공]

김경호 서울 광진구청장이 옛 화양초등학교 운동장 24시간 전면 개방과 관련, 현장을 직접 찾아 불편사항이 없는 지 살펴보는 등 주민들의 생생한 목소리를 들었다고 7일 밝혔다.

구와 성동광진교육지원청은 지난 8월 업무협약을 통해 폐교된 화양초등학교를 평일 6시30분부터 18시까지 지역주민들의 체육활동과 휴게공간으로 개방했다. 이후 주말이나 밤늦은 시간에도 이용을 원하는 주민들의 요구가 있어 12월 1일부터 전면 개방을 결정했다.

구는 주민들이 안전하고 편안하게 이용할 수 있도록 감시카메라(cctv)와 비상벨 설치, 시설정비와 청소지원 등 환경을 개선했다.

이달 중순부터 운동장 일부를 주차장으로 조성해 거주자우선주차 방식으로 2025년 말까지 운영한다. 주차면수는 25면이다.

김 구청장은 “지역 주민, 관계기관 등과 지속적으로 소통해 폐교된 화양초등학교를 지역 주민들이 편히 쉴 수 있는 휴게공간, 문화체육공간으로 사용할 수 있도록 최선을 다하겠다”고 말했다.

[전국매일신문] 이신우기자

leesw@jeonmae.co.kr

저작권자 © 전국매일신문 - 전국의 생생한 뉴스를 ‘한눈에’ 무단전재 및 재배포 금지",2023-12-08 14:48:11
"과천시, 2024년 예산안 4,961억원 편성","[이뉴스투데이 경기2취재본부 안상철 기자] 과천시는 4,961억원 규모의 2024년도 예산안을 편성해 과천시의회에서 오는 8일부터 심의에 들어간다. 내년 본예산안은 올해 본 예산 4,581억원 보다 380억원(8.3%)이 증가한 것으로, 일반회계 4,586억원, 공기업특별회계 320억원, 기타 특별회계 55억원 등이다.

과천시립요양원 기공식 [사진=과천시]

과천시는 이번 세출 예산안 편성에 있어 내년도 재정 여건을 고려하는 한편, 도시 개발 사업 추진 및 인구 증가로 주민편의를 위한 시설 투자에 대한 재정 수요가 증가하는 여건을 적극적으로 반영했다고 설명했다.

주요 예산안에는 △도시개발과 인구증가에 따른 기반시설 조성 △시민 복지․건강 증진 사업 △시민이 함께하는 문화예술도시 과천 조성 등을 위한 사업이 반영됐다. 또한, 주차장과 도로, 공원 등 장기 미집행 도시계획시설의 조성을 위해 546억원을 편성하여 주민 생활 편의와 삶의 질을 높일 계획이다.

도시개발과 인구증가에 따른 기반시설 조성 사업은 △과천시립요양원 건립 65억원 △관문제2실내체육관 건립 55억원 △문원청계마을 및 지식정보타운 주차장 건립 118억원 등을 편성했다.

시민 복지․안전 사업은 △저출산 대응을 위한 다자녀 가정 양육수당 지원 13억 6천만원, △어르신, 청소년, 어린이 대상 무상교통비 지원 12억 5천만원, △등산로 주변 및 범죄취약지역 cctv 확대설치 3억 8백만원 등도 예산안에 담겼다.

시민이 함께하는 문화예술도시 과천 조성 사업은 △시민회관 앞 잔디광장 조성 9억2천만원 △한국종합예술대학교 과천유치를 위한 추진단 운영 3천6백만원 등이다.

또한, 지식정보타운 기업입주 본격화에 따른 △지역주민 우선채용 기업 장려금 지원사업 3억1천만원 △과천형 기업 인턴체험 지원사업 1억1천만원 △일자리센터&50플러스센터 프로그램 확대 운영 2억8천만원 등도 예산에 더해졌다.

신계용 과천시장은 ""2024년도 예산안은 정부의 긴축재정 기조와 경기 침체의 어려움 속에서도 도시 기반시설을 확충하고, 시민의 삶의 질과 행복을 높이기 위해 꼭 필요한 사업에 중점적으로 편성했다""라면서 “본예산이 확정되면 시민이 체감하고 만족할 수 있도록 신속하고 성공적으로 사업을 추진하겠다""라고 말했다.",2023-12-08 14:48:12
"정일영, '교통·생활안전시설' 행안부 특교 11억 확보","인천투데이=박규호 기자│민주당 정일영(인천 연수을) 국회의원이 교통과 생활 안전 시설 건립에 사용할 행정안전부 특별교부금 11억원을 확보했다.

정일영 의원은 연수구 내 교통안전시설과 방범 시설 등을 위한 행안부 특별교부금 11억원을 확보했다고 7일 밝혔다.

정일영 의원.(사진제공 정일영 의원실)

정일영 의원이 확보한 연수구에 쓰일 행안부 특별교부금을 구체적으로 보면 ▲청룡로 일원 고지대 도로열선 설치공사(2억원) ▲생활안전형 폐쇄회로(CC)TV 설치(5억원) ▲사고발생구간 교통안전시설물 설치(4억원) ▲장애인 재활보건실 확장공사(2억원)이다.

고지대 도로 열선 설치 공사는 옥련1동 청룡로 일원 급경사지에 도로 열선을 설치해 겨울철 안전사고를 예방한다.

생활안전형 폐쇄회로(CC)TV 사업은 동춘동과 옥련동 내 노후한 CCTV를 600만 화소 이상의 CCTV로 교체해 모니터링 효율을 향상한다.

교통안전 시설물 설치 사업은 송도1·2동 일원 횡단보도에 기술을 연계한 안전시설물을 설치해 교통약자와 스마트폰 이용자 교통사고 위험을 사전 예방하는 사업이다.

장애인 재활보건실 확장공사 사업은 연수구 소재 송도 건강지원생활센터를 재활 시설로 확장해 장애인과 노인의 안전한 활동을 보장하는 사업이다.

정 의원은 “이번 특별교부금 확보로 더욱 쾌적하고 안전한 생활환경을 제공할 수 있게 됐다”며 “앞으로도 지역 주민의 안전과 정주 여건 개선 등을 위해 노력하겠다”고 말했다.",2023-12-08 14:48:14
