제목,기사 내용,타임스탬프
동작구 공원 내 지능형 CCTV 450대 대폭 확대…사각지대 제로,"39억4000만 원 확보 7월까지 지역 내 주요 공원 내 안전 취약지역 140개소에 설치

동작구(구청장 박일하)는 각종 범죄로부터 구민의 안전을 확보하기 위해 지역 내 주요 공원 내 사각지대 140개소에 CCTV 450여 대를 오는 7월까지 확충한다고 밝혔다.

현재 구는 공원 내 114개소에 총 189대의 CCTV를 운영하고 있으며, 공원을 이용하는 구민들의 불안감 해소를 위해 지난해 말 특별교부금을 포함 약 39억4000만 원을 CCTV 설치비로 확보했다.

CCTV 설치장소는 ▲노량진공원 18개소 55대 ▲현충공원 9개소 27대 ▲상도공원 8개소 24대 ▲까치산공원 4개소 12대 외 소공원 및 주요 산책로, 다중이용시설 주변 위험 사각지대 등이다.

특히 새롭게 설치되는 CCTV는 지능형 시스템으로 폭행, 쓰러짐, 배회 등 비정상적인 신호를 감지해 위험 상황 포착 시 CCTV 통합관제센터로 연계돼 즉각 대처할 수 있다.

또 동작구 CCTV통합관제센터와 경찰서에 위급상황을 알릴 수 있는 비상벨을 함께 설치해 사건·사고 발생 시 신속한 대응이 가능하도록 한다.

향후 구는 공원 내 안전 취약지역을 주요 대상지로 방범 인프라를 지속적으로 확대해나갈 계획이다.

구는 24시간 신속하고 체계적인 재난 안전 대응을 위해 지난해 5월 ‘재난안전상황실’을 신설해 운영 중이다.

CCTV통합관제센터에 상시 전담 인력 배치, 각종 위험요인을 실시간 모니터링하고 관련 부서로 상황을 전파하는 안전관리 전담 조직을 가동해 비상 체제를 강화했다.

박일하 동작구청장은 “CCTV와 비상벨 등 방범 인프라를 대폭 확대해 주민들이 더욱 안전하게 공원을 이용할 수 있는 환경을 조성할 것”이라며 ""앞으로도 도시 안전망을 촘촘하게 구축해 구민의 생명과 재산을 지키기 위해 최선을 다하겠다”고 말했다.





박종일 기자 dream@asiae.co.kr



AD



<ⓒ투자가를 위한 경제콘텐츠 플랫폼, 아시아경제(www.asiae.co.kr) 무단전재 배포금지>",2024-03-30 01:29:56
"부산 기장군, ‘여성 1인 가구 안심홈세트 지원’으로안전한 주거환경 조성에...","부산 기장군, ‘여성 1인 가구 안심홈세트 지원’으로 안전한 주거환경 조성에 나선다

여성 1인 가구의 여성 취약범죄 예방을 위한 안심물품 3종 지원

부산광역시 기장군청 전경./사진 : 부산시 기장군 제공

[대한경제=김옥찬 기자] 부산시 기장군(군수 정종복)은 주거침입, 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 ‘안심홈세트’를 지원한다고 4일 밝혔다.



지원대상은 기장군에 주민등록상 주소를 유지하고 있으며, 전세환산가액(보증금+(월세×12)) 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구이다. 단, ‘아파트 거주자’와 ‘부산시 청년 1인 가구 안심홈세트 지원사업’의 기수혜자는 제외된다.



지원물품은 모두 3가지로 △휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종 △위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨 △창문 잠금장치로 구성된다.



군은 4일부터 오는 3월 29일까지 대상자를 집중 모집하며, 신청자 미달 시 예산 소진 시까지 상시모집을 진행한다.





이후 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 4월 중 해당가구에 택배로 발송할 예정이다.



희망자는 기장군 홈페이지의 ‘알림사항’에서 신청서를 다운받아 작성해 주민등록등본, 임대차계약서 사본 각 1부와 함께 이메일 또는 기장군 가족복지과에 방문하여 신청하면 된다.



기장군 관계자는 “앞으로도 1인 가구를 위한 다양한 사업을 발굴하고 추진해 1인 가구의 복지 증진과 사회안전망 구축을 위해 힘쓰겠다”고 말했다.



한편 모집과 관련한 자세한 사항은 군 홈페이지를 참고하거나 가족복지과로 문의하면 된다.





부산=김옥찬 기자 kkkochan20@



〈ⓒ 대한경제신문(www.dnews.co.kr), 무단전재 및 수집, 재배포금지〉",2024-03-30 01:29:57
"기장군, 여성 1인가구 안심홈세트 지원...대상자 모집","신청 안내문=기장군.©열린뉴스통신ONA

(부산=열린뉴스통신) 이정희 기자 = 부산시 기장군은 4일 주거침입과 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 ‘안심홈세트’를 지원한다고 밝혔다.

지원대상은 기장군에 주민등록 돼 있고 실거주자로서 전세환산가액(보증금+(월세×12)) 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구다. 단, ‘아파트 거주자’와 ‘부산시 청년 1인 가구 안심홈세트 지원사업’의 기수혜자는 제외된다.

지원물품은 휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종과 위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨, 창문 잠금장치 등 3가지다.

군은 이를 위해 3월4일부터 3월29일까지 대상자를 집중 모집하며, 신청자 미달 시 예산 소진 시까지 상시모집을 진행한다.

이후, 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 4월 중 택배로 발송할 예정이다.

희망자는 기장군 홈페이지의‘알림사항’서 신청서를 다운받아 작성해 주민등록등본과 임대차계약서 사본 각 1부와 함께 이메일 또는 기장군 가족복지과에 방문해 신청하면 된다.

자세한 사항은 군 홈페이지를 참고하거나 가족복지과로 문의하면 된다.

군 관계자는 “앞으로도 1인 가구를 위한 다양한 사업을 발굴하고 추진해 1인 가구의 복지 증진과 사회안전망 구축을 위해 힘쓰겠다”고 말했다.",2024-03-30 01:30:40
"충북 충주시, 여성 안심 생활환경 조성 공동추진","칼럼 [배명순의 the생각해보기]깨어진 자연과 인간의 관계

[ 충청매일] 겨우내 움츠렸던 땅이 이른 봄비에 기지개를 켜고, 여기저기에서 꽃들도 삐쭉삐쭉 고개를 들고 있다. 그런데 우리의 몸은 아직도 겨울에 머물러 있는 듯 구석구석 아프고 ...",2024-03-30 01:30:42
"충주시, 여성 안심 생활환경 조성 공동 추진","충주시 제공

［동양일보 윤규상 기자］충주시가 4일 충주경찰서와 여성 가구 대상 범죄예방과 안심 환경조성을 위해 공동 노력키로 했다.<사진>



협약은 지속 증가하는 여성 대상 범죄에 선제적으로 대응하고 여성 1인 가구와 1인 점포 등 범죄로부터 취약한 계층 불안감 해소를 위해 마련됐다.



협약을 계기로 양 기관은 △여성 1인 가구 안심물품 지원 △여성 1인 점포 휴대용 비상벨 지원 △여성 안심 생활환경 조성 등을 공동 추진키로 했다.



또 양 기관은 안심물품 지원비 1000만원을 공동 부담하고, 성범죄 피해자와 우려자를 우선 선정해 물품을 보급하는 데 상호 협력하기로 했다.



협력 시설인 충주YWCA가정폭력상담소와 성폭력상담소도 피해자 상담을 통한 물품배부에 동참키로 했다.



조길형 시장은 “여성을 대상으로 한 강력범죄가 사회적 문제로 대두되고 있는 시점에 ‘안심 생활환경 조성’을 위해 적극 협력할 것”이라며 “앞으로도 시민 안전을 위해 다양한 시책을 발굴해 추진할 방침”이라고 말했다. 충주 윤규상 기자 yks0625@dynews.co.kr",2024-03-30 01:30:48
"의정부시, 공중화장실 안심비상벨관경 합동점검 실시","사진제공=의정부시 / 공중화장실 안심비상벨 관경 합동점검 실시

[더페어] 노만영 기자=의정부시가 시민이 공중화장실을 안심하고 이용할 수 있도록 화장실 내 안심 비상벨 관경 합동점검을 실시했다고 4일 밝혔다.

안심비상벨은 1초 이상 터치하면 작동하는 버튼형과 이상 음원(비명, 사람살려 등) 발생 감지형이 있다. 공중화장실 내 이용자의 범죄 노출, 건강 이상 등 위급상황 발생 시 112종합상황실로 연결된다. 이어 비상벨이 설치된 장소를 전송해 해당 지역 경찰이 출동하게 된다.

이번 점검에서는 의정부경찰서와 함께 ▲안심비상벨 및 외부경광등 정상 작동 여부 ▲비상벨 터치 시 경고음 발생과 112상황실 연계 여부 ▲비상벨관련 안내문 부착 여부 등을 중점적으로 살폈다.

전정일 자원순환과장은 ""안전관리 사각지대가 없도록 지속적으로 안심비상벨을 점검할 것""이라며, ""시민들이 안전하게 화장실을 이용할 수 있도록 관리에 철저를 기하겠다""고 말했다.

의정부시 로고 이미지 / 사진=더페어 DB

한편 의정부시는 전세사기 방지를 위해 지역 무주택 청년을 대상으로 시행 중인 '청년 전세보증금 반환보증 보증료 지원사업'을 모든 연령 저소득층으로 확대해 시행한다.

시는 4일 신청을 받은 뒤, 대상자 적합성 확인 절차 등을 통해 4월 중순부터 지원할 계획이다.",2024-03-30 01:30:50
"충주시·충주경찰서, 여성 안심 생활환경 조성 공동추진","사진제공=충주시 / 충주시 조길형 시장(왼쪽)과 충주경찰서 박재삼 서장(오른쪽)이 업무협약식 후 기념촬영을 하는 모습

[더페어] 박희만 기자=충주시가 4일 충주경찰서와 여성가구 대상 범죄 예방과 안심 환경 조성을 위한 업무협약을 체결했다.

이날 협약은 지속적으로 증가하는 여성 대상 범죄에 선제적으로 대응하고 여성 1인 가구와 1인 점포 등 범죄로부터 취약한 계층의 불안감 해소를 위해 마련됐다.

협약 내용은 △여성 1인 가구 안심물품 지원 △여성 1인 점포 휴대용 비상벨 지원 △여성의 안심 생활환경 조성 공동협력 추진이다.

업무협약에 따라 각 기관은 안심물품 지원비를 1천만 원씩 공동부담하고, 성범죄 피해자 및 우려자를 우선 선정해 안심물품을 보급하는 한편, 별도 신청을 받아 물품을 지원하는데 상호 협력하기로 했다.

또한, 협력시설인 충주YWCA가정폭력상담소와 성폭력상담소도 피해자 등 상담을 통한 물품배부에 동참하기로 했다.

사진제공=충주시청 / 충주시 브랜드슬로건

조길형 충주시장은 ""여성을 대상으로 한 강력범죄가 사회적 문제로 대두되고 있는 시점에 '안심 생활환경 조성'을 위해 적극 협력해 주신 박재삼 서장님께 감사드린다""며 ""앞으로도 시민의 안전을 위해 다양한 시책을 발굴하여 추진하도록 힘을 쏟겠다""고 말했다.

한편 택견의 본고장 충주에 위치한 한국택견협회와 경북일고등학교는 지난달 28일 국제무예센터에서 협약을 체결했다.

양 기관은 이번 협약을 계기로 ▲ 택견의 전승·발전·확산 ▲ 택견의 지도·체험 및 연구 ▲ 택견의 계승과 활성화 등에 긴밀하게 협력할 계획예정이다.",2024-03-30 01:30:51
"[기장소식]기장군, 초·중·고 신입생 입학축하금 '지원' 外","기장군이 초·중·고등학교 신입생에게 입학축하금을 지원하고, 여성 1인 가구 40명에게는 ‘안심홈세트’를 지원한다[사진=기장군]

기장군, ‘여성 1인 가구 안심홈세트 지원’

군은 4일부터 오는 29일까지 대상자를 집중 모집한다[사진=기장군]

기장군이 학부모들의 교육비 경감과 학생들의 교육여건 개선을 위한 지원에 나선다.군은 교육의 공공성 강화와 보편적 교육복지 실현을 위해 올해부터 초·중·고등학교 신입생에게 입학축하금을 지원한다고 4일 밝혔다.‘2024년 기장군 입학축하금 지원 사업’은 기장군에 주민등록(2024년 3월 4일 기준)을 두고 초·중·고등학교 및 대안교육기관에 입학하는 학생들을 대상으로 기장군이 1인 10만원씩 입학축하금을 지원하는 사업이다.또한 고등학교 신입생은 지난해에 이어 올해에도 교복구입비까지 지원받을 수 있다. 지원대상은 기장군에 주민등록을 두고 교복을 입는 고등학교에 입학하는 학생으로 1인당 최대 33만 5000원(동하복비, 최초 1회 구입 시)을 지원받는다.입학축하금과 교복구입비는 오는 6일부터 12월 13일까지 학생 본인, 부모님, 보호자가 주소지 읍·면 행정복지센터에서 신청하면 되며, 군은 주소지 및 입학 여부, 중복지원 여부 등을 검토한 후 4월부터 지급할 예정이다.정종복 기장군수는 “지역 학생들의 초·중·고 입학을 진심으로 축하드린다”며, “기장군이 ‘아이 키우기 좋은 도시’의 대명사로 자리 잡도록 다양한 교육복지 시책을 적극적으로 추진하겠다”라고 말했다.기장군이 1인 가구의 복지 증진과 사회안전망 구축을 위한 지원에 나섰다.군은 주거침입, 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 ‘안심홈세트’를 지원한다고 4일 밝혔다.지원대상은 기장군에 주민등록상 주소를 유지하고 있으며, 전세환산가액(보증금+(월세×12)) 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구이다. 단, ‘아파트 거주자’와 ‘부산시 청년 1인 가구 안심홈세트 지원사업’의 기수혜자는 제외된다.지원물품은 모두 3가지로 △휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종 △위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨 △창문 잠금장치로 구성된다.군은 4일부터 오는 29일까지 대상자를 집중 모집하며, 신청자 미달 시 예산 소진 시까지 상시모집을 진행한다. 이후 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 4월 중 해당가구에 택배로 발송할 예정이다.희망자는 기장군 홈페이지의 ‘알림사항’에서 신청서를 다운받아 작성해 주민등록등본, 임대차계약서 사본 각 1부와 함께 이메일 또는 기장군 가족복지과에 방문해 신청하면 된다.

©'5개국어 글로벌 경제신문' 아주경제. 무단전재·재배포 금지",2024-03-30 01:30:53
"기장군,안전한 주거환경 조성... '여성 1인 가구 안심홈세트 지원'","[사진=기장군]

[이뉴스투데이 부산취재본부 박흥식 기자] 기장군(군수 정종복)은 주거침입, 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 ‘안심홈세트’를 지원한다고 4일 밝혔다.

지원대상은 기장군에 주민등록상 주소를 유지하고 있으며, 전세환산가액(보증금+(월세×12)) 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구이다. 단, ‘아파트 거주자’와 ‘부산시 청년 1인 가구 안심홈세트 지원사업’의 기수혜자는 제외된다.

지원물품은 모두 3가지로 ▲휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종 ▲위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨 ▲창문 잠금장치로 구성된다.

군은 3월 4일부터 3월 29일까지 대상자를 집중 모집하며, 신청자 미달 시 예산 소진 시까지 상시모집을 진행한다. 이후 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 4월 중 해당가구에 택배로 발송할 예정이다.

희망자는 기장군 홈페이지의‘알림사항’에서 신청서를 다운받아 작성해 주민등록등본, 임대차계약서 사본 각 1부와 함께 이메일 또는 기장군 가족복지과에 방문하여 신청하면 된다.

기장군 관계자는 “앞으로도 1인 가구를 위한 다양한 사업을 발굴하고 추진해 1인 가구의 복지 증진과 사회안전망 구축을 위해 힘쓰겠다”고 말했다.

한편, 모집과 관련한 자세한 사항은 군 홈페이지를 참고하거나 가족복지과로 문의하면 된다.",2024-03-30 01:30:54
"동대문구, 안심귀가 스카우트 13명 선발","[시민일보 = 이대우 기자] 동대문구(구청장 이필형)는 범죄 취약 계층의 안전한 귀가를 지원하고, 어둡고 외진 골목 등 범죄불안지역을 순찰하는 안심귀가 스카우트 대원 13명을 선발하고, 지난 29일 발대식 및 근무 기본 교육을 실시했다.



동대문구 안심귀가 스카우트는 최근 스토킹 및 이상동기범죄가 빈번하게 발생함에 따라 구민들의 불안감을 해소하기 위하여 야간자율학습을 실시하는 고등학교 등과 연계하여 학교 주변 집중 순찰을 실시하고, 근처 버스정류장이나 지하철역 등에서 집 앞까지 동행 귀가를 지원한다. 또한, 대학가나 유흥밀집구역 등에서 심야 시간 순찰을 집중 실시하여 각종 범죄 예방에 도움을 준다.



구는 전국 최초로 지역 경찰서와 협업하여 대원들을 민간 순찰대원으로 위촉한 바 있으며, 올해도 대원들은 동대문경찰서와 협업하여 지역 안전 지킴이 역할을 하게 된다. 작년에는 경찰서와 심야시간 합동점검을 16회 실시하여 비상벨 점검 및 조도 환경 개선, CCTV 신규 설치 등에도 힘을 보탰다.



안심귀가 스카우트 서비스를 이용하고자 하는 구민은 서울시 ‘안심이’ 앱을 통하여 신청할 수 있으며, 이용 시간은 월요일 22시~24시, 화~금요일 22시~01시이다.



이필형 동대문구청장은 “노란 조끼를 입은 안심귀가 스카우트 대원들을 만나 집 앞까지 안심하고 동행하셨으면 한다. 동대문구가 시간과 장소에 상관없이 언제 어디서나 모두에게 안전한 곳이 될 수 있도록 최선을 다하겠다”고 말했다.

[저작권자ⓒ 시민일보. 무단전재-재배포 금지]",2024-03-30 01:30:56
"부산 기장군, 여성 1인 가구에 ‘안심 홈세트’ 지원","여성 1인 가구 안심홈세트 지원. 사진제공ㅣ부산 기장군



스마트 초인종 등 3종 지원

오는 29일까지 대상자 모집

부산 기장군(군수 정종복)이 주거침입, 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 ‘안심홈세트’를 지원한다고 4일 밝혔다.지원대상은 군에 주민등록상 주소를 유지하고 있으며 전세환산가액 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구이다. 단 아파트 거주자와 부산시 청년 1인 가구 안심홈세트 지원사업의 기수혜자는 제외된다.지원 물품은 모두 3가지로 휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종, 위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨, 창문 잠금장치로 구성된다.군은 오는 29일까지 대상자를 모집하며 신청자 미달 시 예산 소진까지 상시모집을 진행한다. 이후 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 내달 중 해당 가구에 택배로 발송할 예정이다.희망자는 군 홈페이지의 알림 사항에서 신청서를 다운받아 작성해 주민등록등본, 임대차계약서 사본 각 1부와 함께 이메일 또는 군 가족복지과에 방문하여 신청하면 된다.군 관계자는 “앞으로도 1인 가구를 위한 다양한 사업을 발굴하고 추진해 1인 가구의 복지 증진과 사회안전망 구축을 위해 힘쓰겠다”고 말했다.부산 | 김태현 기자 localbuk@donga.com 기자의 다른기사 더보기",2024-03-30 01:30:58
"충주시, 여성 안심 생활환경 조성 공동추진","충주시는 4일 충주경찰서와 여성가구 대상 범죄 예방과 안심 환경 조성을 위한 업무협약을 체결했다.

충북 충주시는 4일 충주경찰서와 여성가구 대상 범죄 예방과 안심 환경 조성을 위한 업무협약을 체결했다.

이날 협약은 지속적으로 증가하는 여성 대상 범죄에 선제적으로 대응하고 여성 1인 가구와 1인 점포 등 범죄로부터 취약한 계층의 불안감 해소를 위해 마련됐다.

협약 내용은 △여성 1인 가구 안심물품 지원 △여성 1인 점포 휴대용 비상벨 지원 △여성의 안심 생활환경 조성 공동협력 추진이다.

업무협약에 따라 각 기관은 안심물품 지원비를 1천만 원씩 공동부담하고, 성범죄 피해자 및 우려자를 우선 선정해 안심물품을 보급하는 한편, 별도 신청을 받아 물품을 지원하는데 상호 협력하기로 했다.

또한, 협력시설인 충주YWCA가정폭력상담소와 성폭력상담소도 피해자 등 상담을 통한 물품배부에 동참하기로 했다.

조길형 충주시장은 “여성을 대상으로 한 강력범죄가 사회적 문제로 대두되고 있는 시점에 ‘안심 생활환경 조성’을 위해 적극 협력해 주신 박재삼 서장님께 감사드린다”며 “앞으로도 시민의 안전을 위해 다양한 시책을 발굴하여 추진하도록 힘을 쏟겠다”고 말했다.",2024-03-30 01:30:59
[기장군 브리핑] 초·중·고 신입생에게 입학축하금 10만원 지원,"■ 고등학교 신입생은 교복구입비 최대 33만5,000원까지 추가 지원

[기장 베타뉴스=박현 기자] 기장군(군수 정종복)은 교육의 공공성 강화와 보편적 교육복지 실현을 위해 올해부터 초·중·고등학교 신입생에게 입학축하금을 지원한다고 4일 밝혔다.

‘2024년 기장군 입학축하금 지원 사업’은 기장군에 주민등록(2024. 3. 4. 기준)을 두고 초·중·고등학교 및 대안교육기관에 입학하는 학생들을 대상으로 기장군이 1인 10만원씩 입학축하금을 지원하는 사업이다.

또한 고등학교 신입생은 지난해에 이어 올해에도 교복구입비까지 지원받을 수 있다. 지원대상은 기장군에 주민등록을 두고 교복을 입는 고등학교에 입학하는 학생으로 1인당 최대 33만5,000원(동하복비, 최초 1회 구입 시)을 지원받는다.

입학축하금과 교복구입비는 오는 3월 6일부터 12월 13일까지 학생 본인, 부모님, 보호자가 주소지 읍·면 행정복지센터에서 신청하면 되며, 군은 주소지 및 입학 여부, 중복지원 여부 등을 검토한 후 4월부터 지급할 예정이다.

■ 군, ‘여성 1인 가구 안심홈세트 지원’으로 안전한 주거환경 조성

군은 주거침입, 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 ‘안심홈세트’를 지원한다고 4일 밝혔다.

지원대상은 기장군에 주민등록상 주소를 유지하고 있으며, 전세환산가액(보증금+(월세×12)) 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구이다. 단, ‘아파트 거주자’와 ‘부산시 청년 1인 가구 안심홈세트 지원사업’의 기수혜자는 제외된다.

지원물품은 모두 3가지로 ▲휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종 ▲위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨 ▲창문 잠금장치로 구성된다.

군은 3월 4일부터 3월 29일까지 대상자를 집중 모집하며, 기장군 홈페이지의 ‘알림사항’에서 신청서를 다운받아 작성해 주민등록등본, 임대차계약서 사본 각 1부와 함께 이메일 또는 기장군 가족복지과에 방문, 신청하면 된다.



베타뉴스 박현 기자 (ph9777@betanews.net)

Copyrights ⓒ BetaNews.net",2024-03-30 01:31:02
"부산 기장군, '여성 1인 가구'에 스마트 초인종 등 '안심홈세트' 지원","↑ 여성 1인 가구 '안심홈세트' 모집. / 사진 = 부산 기장군 제공





부산 기장군은 주거침입, 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 '안심홈세트'를 지원한다고 밝혔습니다.지원대상은 기장군에 주민등록상 주소를 유지하고 있으며, 전세환산가액(보증금+(월세×12)) 1억 원 이하의 주택에 거주하는 여성 1인 임차인 가구입니다. 단, '아파트 거주자'와 '부산시 청년 1인 가구 안심홈세트 지원사업'의 기수혜자는 제외됩니다.지원물품은 모두 3가지로 ▲휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종 ▲위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨 ▲창문 잠금장치로 구성됩니다.기장군은 오는 29일까지 대상자를 모집하며, 신청자 미달 시 예산 소진 시까지 상시모집을 진행합니다. 이후 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 4월 중 해당 가구에 택배로 발송할 예정입니다.희망자는 기장군 홈페이지의‘알림사항’에서 신청서를 내려받아 작성해 주민등록등본, 임대차계약서 사본 각 1부와 함께 이메일 또는 기장군 가족복지과에방문하여 신청하면 됩니다.부산 기장군 관계자는 ""앞으로도 1인 가구를 위한 다양한 사업을 발굴하고 추진해 1인 가구의 복지 증진과 사회안전망 구축을 위해 힘쓰겠다""고 말했습니다.한편, 모집과 관련한 자세한 사항은 기장군 홈페이지를 참고하거나 가족복지과(051-709-8602)로 문의하면 됩니다.[ 안진우기자 tgar1@mbn.co.kr ]",2024-03-30 01:31:06
"부산 기장군, 여성 1인 가구 안심홈세트 지원","여성 1인가구 안심홈세트 지원 안내 포스터(부산기장구 제공)

부산 기장군은 주거침입, 성폭력 등 여성 취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 안심홈세트를 지원한다고 4일 밝혔다.지원대상은 기장군에 주민등록상 주소를 유지하고 있으며 전세환산가액 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구이다. 단 아파트 거주자와 부산시 청년 1인 가구 안심홈세트 지원사업의 기수혜자는 제외된다.지원물품은 모두 3가지로 휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종, 위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨, 창문 잠금장치로 구성된다.군은 3월 4일부터 29일까지 대상자를 집중 모집하며 신청자 미달 시 예산 소진 시까지 상시모집을 진행한다. 이후 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 4월 중 해당가구에 택배로 발송할 예정이다.희망자는 기장군 홈페이지의'알림사항'에서 신청서를 다운받아 작성해 주민등록등본, 임대차계약서 사본 각 1부와 함께 이메일 또는 기장군 가족복지과에 방문해 신청하면 된다.기장군 관계자는 ""앞으로도 1인 가구를 위한 다양한 사업을 발굴하고 추진해 1인 가구의 복지 증진과 사회안전망 구축을 위해 힘쓰겠다""고 전했다.모집과 관련한 자세한 사항은 군 홈페이지를 참고하거나 가족복지과로 문의하면 된다.부산=김성욱 기자 attainuk0518@

중도일보(www.joongdo.co.kr), 무단전재 및 수집, 재배포 금지",2024-03-30 01:31:07
"기장군, 여성 1인 가구 '안심 홈세트' 지원'","기장군청 전경

[부산=데일리한국 양준모 기자]기장군은 주거침입, 성폭력 등 여성취약범죄를 예방하고 안전한 주거환경 조성을 위해 여성 1인 가구 40명에게 ‘안심홈세트’를 지원한다고 4일 밝혔다.

대상은 기장군에 주민등록상 주소를 유지하고 있고, 전세환산가액(보증금+(월세×12)) 1억원 이하의 주택에 거주하는 여성 1인 임차인 가구이다. 단 ‘아파트 거주자’와 ‘부산시 청년 1인 가구 안심홈세트 지원사업’의 기수혜자는 제외된다.

지원 물품은 3가지로 휴대전화로 현관 상황을 실시간 확인하는 스마트 초인종, 위급상황 발생 시 경보음이 울리며 현 위치를 전송하는 휴대용 비상벨, 창문 잠금장치로 구성된다.

군은 4일부터 29일까지 대상자를 모집하고, 신청자 미달 시 예산 소진 시까지 상시 모집을 진행한다. 이후 신청자 자격 등에 대한 검토 절차를 거쳐 대상자를 확정해 4월 중 해당 가구에 택배로 발송한다.

기장군 관계자는 “앞으로도 1인 가구를 위한 다양한 사업을 발굴하고 추진해 1인 가구의 복지 증진과 사회안전망 구축을 위해 힘쓰겠다”고 말했다.

자세한 사항은 군 홈페이지를 참고하거나 가족복지과(051-709-8602)로 문의하면 된다.",2024-03-30 01:31:08
"충주시·충주경찰서, 여성 안심 생활환경 조성 협약","[아이뉴스24 한준성 기자] 충북 충주시는 4일 충주경찰서와 여성가구 대상 범죄 예방과 안심 환경 조성을 위한 업무협약을 했다고 밝혔다.

이날 협약은 지속해서 증가하는 여성 대상 범죄에 선제적으로 대응하고, 여성 1인 가구와 1인 점포 등 범죄로부터 취약한 계층의 불안감 해소를 위해 마련됐다.

충주시와 충주경찰서는 4일 여성가구 대상 범죄 예방과 안심 환경 조성을 위한 업무협약을 체결했다. [사진=충주시]

협약 내용은 △여성 1인 가구 안심 물품 지원 △여성 1인 점포 휴대용 비상벨 지원 △여성의 안심 생활환경 조성 공동협력 추진 등이다.

각 기관은 안심 물품 지원비를 1000만원씩 공동부담하고, 성범죄 피해자 및 우려자를 우선 선정해 안심 물품을 보급하기로 했다. 이후 별도 신청을 받아 물품을 지원하는데 상호 협력하기로 했다.

협력시설인 충주 YWCA 가정폭력상담소와 성폭력상담소도 피해자 등 상담을 통한 물품배부에 동참하기로 했다.

조길형 충주시장은 “앞으로도 시민 안전을 위해 다양한 시책을 발굴해 적극 추진할 것”이라고 말했다.",2024-03-30 01:31:10
